school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,subject,total_grade
GP,Male,16,Urban,GreaterThan3,Together,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,Mathematics,35
GP,Male,16,Urban,GreaterThan3,Together,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,Mathematics,30
GP,Female,16,Urban,GreaterThan3,Together,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,Mathematics,45
GP,Female,16,Urban,GreaterThan3,Together,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,Mathematics,13
GP,Female,16,Urban,GreaterThan3,Together,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,Mathematics,42
GP,Male,16,Urban,GreaterThan3,Together,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,Mathematics,11
GP,Male,16,Urban,GreaterThan3,Together,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,Mathematics,44
GP,Male,17,Urban,LessThen3,Together,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,Mathematics,34
GP,Female,16,Urban,GreaterThan3,Together,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,Mathematics,15
GP,Female,16,Urban,LessThen3,Together,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,Mathematics,30
GP,Male,17,Urban,LessThen3,Together,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,Mathematics,28
GP,Female,16,Urban,GreaterThan3,Together,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,Mathematics,37
GP,Male,17,Urban,GreaterThan3,Together,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,Mathematics,17
GP,Male,16,Rural,GreaterThan3,Together,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,Mathematics,27
GP,Male,17,Urban,GreaterThan3,Together,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,Mathematics,31
GP,Male,16,Urban,GreaterThan3,Together,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,Mathematics,25
GP,Male,16,Urban,GreaterThan3,Together,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,Mathematics,37
GP,Female,17,Urban,GreaterThan3,Together,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,Mathematics,50
GP,Female,17,Urban,LessThen3,Together,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,Mathematics,26
GP,Female,16,Urban,GreaterThan3,Together,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,Mathematics,37
GP,Male,17,Urban,GreaterThan3,Together,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,Mathematics,35
GP,Male,16,Urban,GreaterThan3,Together,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,Mathematics,34
GP,Male,16,Urban,LessThen3,Together,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,Mathematics,45
GP,Female,17,Urban,GreaterThan3,Apart,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,Mathematics,24
GP,Male,17,Rural,GreaterThan3,Together,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,Mathematics,27
GP,Female,16,Urban,GreaterThan3,Together,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,Mathematics,36
GP,Female,17,Urban,GreaterThan3,Together,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,Mathematics,25
GP,Male,17,Urban,GreaterThan3,Together,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,Mathematics,23
GP,Male,16,Rural,GreaterThan3,Together,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,Mathematics,27
GP,Male,16,Urban,GreaterThan3,Together,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,Mathematics,41
GP,Female,17,Urban,LessThen3,Together,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,Mathematics,44
GP,Male,17,Urban,GreaterThan3,Together,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,Mathematics,48
GP,Male,16,Rural,LessThen3,Together,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,Mathematics,28
GP,Female,17,Urban,GreaterThan3,Together,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,Mathematics,54
GP,Female,16,Urban,LessThen3,Together,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,Mathematics,28
GP,Female,16,Urban,GreaterThan3,Together,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,Mathematics,48
GP,Female,16,Urban,GreaterThan3,Together,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,Mathematics,28
GP,Female,17,Urban,GreaterThan3,Together,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,Mathematics,28
GP,Female,17,Rural,GreaterThan3,Together,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,Mathematics,19
GP,Female,16,Rural,GreaterThan3,Together,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,Mathematics,31
GP,Female,17,Urban,GreaterThan3,Together,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,Mathematics,28
GP,Female,16,Urban,GreaterThan3,Apart,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,Mathematics,21
GP,Female,16,Urban,GreaterThan3,Together,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,Mathematics,36
GP,Female,16,Urban,GreaterThan3,Together,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,Mathematics,28
GP,Female,17,Rural,GreaterThan3,Together,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,Mathematics,21
GP,Female,19,Urban,GreaterThan3,Together,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,Mathematics,24
GP,Male,17,Urban,LessThen3,Together,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,Mathematics,37
GP,Female,16,Urban,GreaterThan3,Apart,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,Mathematics,39
GP,Male,18,Urban,GreaterThan3,Together,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,Mathematics,21
GP,Female,17,Rural,LessThen3,Together,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,Mathematics,28
GP,Female,17,Urban,LessThen3,Together,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,Mathematics,44
GP,Female,17,Urban,GreaterThan3,Together,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,Mathematics,16
GP,Male,18,Urban,LessThen3,Together,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,Mathematics,20
GP,Female,17,Urban,GreaterThan3,Together,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,Mathematics,22
GP,Female,17,Urban,GreaterThan3,Together,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,Mathematics,29
GP,Female,17,Rural,GreaterThan3,Together,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,Mathematics,18
GP,Female,17,Urban,GreaterThan3,Together,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,Mathematics,11
GP,Female,16,Urban,GreaterThan3,Together,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,Mathematics,49
GP,Male,18,Urban,GreaterThan3,Together,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,Mathematics,38
GP,Female,16,Urban,GreaterThan3,Together,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,Mathematics,40
GP,Female,18,Rural,GreaterThan3,Together,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,Mathematics,24
GP,Female,17,Urban,GreaterThan3,Together,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,Mathematics,46
GP,Male,17,Urban,LessThen3,Together,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,Mathematics,35
GP,Male,18,Urban,LessThen3,Together,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,Mathematics,27
GP,Female,17,Urban,GreaterThan3,Apart,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,Mathematics,34
GP,Female,17,Urban,LessThen3,Together,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,Mathematics,40
GP,Male,17,Rural,GreaterThan3,Together,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,Mathematics,33
GP,Male,17,Urban,GreaterThan3,Together,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,Mathematics,29
GP,Male,16,Urban,GreaterThan3,Together,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,Mathematics,40
GP,Male,16,Urban,LessThen3,Together,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,Mathematics,22
GP,Male,16,Urban,GreaterThan3,Together,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,Mathematics,30
GP,Male,17,Urban,LessThen3,Together,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,Mathematics,40
GP,Female,16,Urban,GreaterThan3,Together,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,Mathematics,37
GP,Female,17,Rural,GreaterThan3,Together,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,Mathematics,35
GP,Male,18,Urban,GreaterThan3,Together,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,Mathematics,14
GP,Male,17,Urban,LessThen3,Together,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,Mathematics,36
GP,Male,17,Rural,LessThen3,Apart,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,Mathematics,33
GP,Male,16,Urban,LessThen3,Together,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,Mathematics,6
GP,Male,16,Urban,GreaterThan3,Together,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,Mathematics,37
GP,Female,18,Urban,GreaterThan3,Together,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,Mathematics,7
GP,Male,16,Urban,GreaterThan3,Together,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,Mathematics,54
GP,Male,17,Urban,GreaterThan3,Together,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,Mathematics,37
GP,Male,22,Urban,GreaterThan3,Together,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,Mathematics,22
GP,Male,18,Rural,LessThen3,Together,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,Mathematics,13
GP,Male,16,Urban,GreaterThan3,Together,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,Mathematics,43
GP,Male,18,Urban,GreaterThan3,Together,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,Mathematics,22
GP,Male,16,Urban,GreaterThan3,Together,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,Mathematics,27
GP,Male,18,Urban,GreaterThan3,Together,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,Mathematics,23
GP,Male,16,Rural,GreaterThan3,Together,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,Mathematics,25
GP,Male,17,Rural,GreaterThan3,Together,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,Mathematics,32
GP,Male,17,Urban,LessThen3,Together,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,Mathematics,24
GP,Female,17,Urban,LessThen3,Together,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,Mathematics,39
GP,Male,19,Urban,LessThen3,Apart,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,Mathematics,33
GP,Male,18,Urban,GreaterThan3,Together,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,Mathematics,43
GP,Female,17,Urban,LessThen3,Together,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,Mathematics,19
GP,Female,18,Urban,GreaterThan3,Together,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,Mathematics,53
GP,Male,18,Urban,GreaterThan3,Together,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,Mathematics,24
GP,Male,18,Rural,GreaterThan3,Together,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,Mathematics,37
GP,Female,17,Urban,GreaterThan3,Together,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,Mathematics,28
GP,Female,18,Urban,GreaterThan3,Together,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,Mathematics,19
GP,Male,18,Rural,LessThen3,Apart,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,Mathematics,51
GP,Male,17,Urban,GreaterThan3,Together,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,Mathematics,28
GP,Female,18,Rural,GreaterThan3,Together,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,Mathematics,33
GP,Male,18,Urban,GreaterThan3,Together,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,Mathematics,29
GP,Female,18,Rural,GreaterThan3,Together,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,Mathematics,6
GP,Female,19,Urban,GreaterThan3,Together,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,Mathematics,27
GP,Female,18,Urban,GreaterThan3,Together,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,Mathematics,43
GP,Female,18,Urban,LessThen3,Together,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,Mathematics,33
GP,Male,17,Rural,GreaterThan3,Together,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,Mathematics,43
GP,Female,17,Urban,GreaterThan3,Together,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,Mathematics,30
GP,Female,17,Urban,LessThen3,Together,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,Mathematics,36
GP,Female,18,Rural,GreaterThan3,Apart,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,Mathematics,28
GP,Male,18,Urban,GreaterThan3,Together,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,Mathematics,27
GP,Female,18,Urban,GreaterThan3,Together,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,Mathematics,25
GP,Male,18,Urban,LessThen3,Together,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,Mathematics,31
GP,Male,17,Urban,LessThen3,Apart,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,Mathematics,24
GP,Male,17,Urban,LessThen3,Apart,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,Mathematics,30
GP,Female,18,Rural,LessThen3,Together,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,Mathematics,36
GP,Female,18,Urban,GreaterThan3,Together,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,Mathematics,27
GP,Female,17,Urban,GreaterThan3,Together,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,Mathematics,30
GP,Male,17,Urban,GreaterThan3,Together,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,Mathematics,33
GP,Female,18,Urban,GreaterThan3,Together,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,Mathematics,55
GP,Female,17,Urban,GreaterThan3,Together,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,Mathematics,37
GP,Male,18,Urban,GreaterThan3,Together,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,Mathematics,43
GP,Male,18,Urban,LessThen3,Apart,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,Mathematics,43
GP,Male,18,Urban,GreaterThan3,Together,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,Mathematics,34
GP,Female,17,Urban,GreaterThan3,Together,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,Mathematics,45
GP,Female,18,Urban,LessThen3,Together,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,Mathematics,37
GP,Female,17,Rural,LessThen3,Together,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,Mathematics,54
GP,Male,18,Rural,LessThen3,Together,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,Mathematics,41
GP,Male,17,Urban,GreaterThan3,Together,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,Mathematics,37
GP,Female,19,Urban,GreaterThan3,Together,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,Mathematics,19
GP,Female,18,Urban,LessThen3,Together,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,Mathematics,26
GP,Female,18,Urban,GreaterThan3,Together,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,Mathematics,41
GP,Male,18,Urban,LessThen3,Together,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,Mathematics,47
GP,Female,18,Urban,LessThen3,Apart,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,Mathematics,33
GP,Male,17,Urban,LessThen3,Together,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,Mathematics,32
GP,Female,17,Urban,GreaterThan3,Together,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,Mathematics,41
GP,Female,17,Urban,GreaterThan3,Together,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,Mathematics,52
GP,Male,19,Urban,GreaterThan3,Together,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,Mathematics,42
GP,Female,18,Urban,GreaterThan3,Together,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,Mathematics,38
GP,Male,20,Urban,GreaterThan3,Apart,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,Mathematics,53
GP,Male,19,Urban,GreaterThan3,Together,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,Mathematics,25
GP,Male,19,Rural,GreaterThan3,Together,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,Mathematics,39
GP,Female,19,Urban,LessThen3,Together,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,Mathematics,32
GP,Female,19,Urban,LessThen3,Together,1,2,services,services,home,other,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,Mathematics,18
GP,Female,19,Urban,GreaterThan3,Together,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,Mathematics,39
GP,Male,19,Urban,GreaterThan3,Together,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,Mathematics,35
GP,Female,19,Urban,LessThen3,Together,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,Mathematics,34
GP,Female,19,Urban,GreaterThan3,Together,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,Mathematics,41
GP,Female,19,Rural,GreaterThan3,Together,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,Mathematics,35
GP,Female,18,Urban,GreaterThan3,Together,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,Mathematics,16
GP,Female,18,Urban,GreaterThan3,Together,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,Mathematics,28
GP,Female,17,Rural,GreaterThan3,Together,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,Mathematics,32
GP,Female,18,Urban,GreaterThan3,Together,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,Mathematics,33
GP,Female,17,Urban,GreaterThan3,Apart,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,Mathematics,39
GP,Female,17,Urban,GreaterThan3,Together,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,Mathematics,29
GP,Female,17,Rural,LessThen3,Together,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,Mathematics,33
GP,Female,17,Urban,GreaterThan3,Together,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,Mathematics,41
GP,Female,17,Urban,LessThen3,Together,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,Mathematics,46
GP,Male,18,Urban,GreaterThan3,Together,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,Mathematics,32
GP,Male,17,Urban,GreaterThan3,Together,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,Mathematics,45
GP,Male,17,Rural,GreaterThan3,Together,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,Mathematics,31
GP,Female,17,Urban,GreaterThan3,Together,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,Mathematics,28
GP,Female,17,Urban,GreaterThan3,Together,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,Mathematics,42
GP,Male,18,Urban,LessThen3,Together,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,Mathematics,25
